ID	ALIGNMENT	COGIDS	CONCEPT	DOCULECT	SUBGROUP	FORM	SPANISH	TOKENS	VALUE	BORROWING	MORPHEMES	NOTE	SOURCE
258	h a n a -	3037	high up	Huallaga	Quechua	hana	arriba, en alto	h a n a	hana				heggarty2005
259	χ a n a -	3037	high up	Huanca	Quechua	hana	arriba, en alto	χ a n a	hana				cerron1976
260	a l a + j - a	3042 0	high up	Huancane	Aymara	ala.ya	arriba, en alto	a l a + j a	ala.ya				heggarty2005
261	h a n ai -	3037	high up	Huangascar	Quechua	hanay	arriba, en alto	h a n ai	hanay, witray				shimelman2017
262	w i ʈ ai -	3040	high up	Huangascar	Quechua	witray	arriba, en alto	w i ʈ ai	hanay, witray				shimelman2017
263	x a ɲ a -	3037	high up	HuarazHuailas	Quechua	hana	arriba, en alto	x a ɲ a	hana				parkerchavez1976
264	x a t u n	207	high up	Imbabura	Quechua	jatun	arriba, en alto	x a t u n	jatun				gomez2009
265	- a n a χ	3037	high up	Inkawasi	Quechua	ana.χ	arriba, en alto	a n a χ	ana.χ				heggarty2005
266	a r i + j - a	3042 0	high up	Jaqaru	Aymara	ari.ya	arriba, en alto	a r i + j a	ari.ya				heggarty2005
267	a r i + j - a	3042 0	high up	Kawki	Aymara	ari.ya	arriba, en alto	a r i + j a	ari.ya				heggarty2005
268	- a n a k	3037	high up	Lamas	Quechua	anak	arriba, en alto	a n a k	anak				taylor2006
269	h a n ai -	3037	high up	Laraos	Quechua	hana.y	arriba, en alto	h a n ai	hana.y				heggarty2005
270	h a n ai -	3037	high up	Lincha-Tana	Quechua	hanay	arriba, en alto	h a n ai	hanay, witray				shimelman2017
271	w i ʈ ai -	3040	high up	Lincha-Tana	Quechua	witray	arriba, en alto	w i ʈ ai	hanay, witray				shimelman2017
272	p a t a	88	high up	Maragua	Quechua	pata	arriba, en alto	p a t a	pata				heggarty2005
273	h a w a	17	high up	Napo	Quechua	jahua	arriba, en alto	h a w a	jahua				orrwrisley1981
274	x a n a -	3037	high up	Pacaraos	Quechua	hana	arriba, en alto	x a n a	hana				adelaar1982
275	- a w a	17	high up	Pastaza	Quechua	awa	arriba, en alto	a w a	awa				landerman1973
276	p a t a	88	high up	Pocona	Quechua	pata	arriba, en alto	p a t a	pata				heggarty2005
277	a r a + - χ a	3042 0	high up	Puki	Aymara	ara.χa	arriba, en alto	a r a + χ a	ara.χa				heggarty2005
278	w i tʃ ai -	3040	high up	Puno	Quechua	wičay	arriba, en alto	w i tʃ ai	wiča.y				heggarty2005
279	- a w a + p i	17 0	high up	Putumayo	Quechua	ahuapi	arriba, en alto	a w a + p i	ahuapi, huíchay				tandioy1978
280	w i tʃ ai -	3040	high up	Putumayo	Quechua	huíchay	arriba, en alto	w i tʃ ai	ahuapi, huíchay				tandioy1978
281	x a ɲ a -	3037	high up	Raimondi	Quechua	hana	arriba, en alto	x a ɲ a	hana				parkerchavez1976
282	h a n ai -	3037	high up	SanPedro	Quechua	hanay	arriba, en alto	h a n ai	hanay, witray				shimelman2017
283	w i ʈ ai -	3040	high up	SanPedro	Quechua	witray	arriba, en alto	w i ʈ ai	hanay, witray				shimelman2017
284	- a n a χ	3037	high up	Santiagueno	Quechua	anaq	arriba, en alto	a n a χ	anaq				juanatey2021
285	h a n a ( n ) k	387	high up	SantoTomas	Quechua	hananc	arriba, en alto	h a n a n k	hananc				santotomas1951
286	- a n a k	3037	high up	Serena	Quechua	ana.k	arriba, en alto	a n a k	ana.k				heggarty2005
287	a l a + j - a	3042 0	high up	Sullkatiti	Aymara	ala.ya	arriba, en alto	a l a + j a	ala.ya, .χa				heggarty2005
288	a l a + j a + χ a	3042 0 0	high up	Sullkatiti	Aymara	.χa	arriba, en alto	a l a + j a + χ a	ala.ya, .χa				heggarty2005
289	h a n a χ	3037	high up	Taquile	Quechua	hana.χ	arriba, en alto	h a n a χ	hana.χ				heggarty2005
290	χ a n a -	3037	high up	Tarma	Quechua	xana	arriba, en alto	χ a n a	xana				adelaar1977
291	h a n a x	3037	high up	Troje	Quechua	hana.x	arriba, en alto	h a n a x	hana.x				heggarty2005
292	x a ɲ a -	3037	high up	Wari	Quechua	hana	arriba, en alto	x a ɲ a	hana				parkerchavez1976
293	( - ) u m a	2769	high up	Yanac	Quechua	uma	arriba, en alto	u m a	uma				heggarty2005
294	h u tʃ ui -	5915	small	Anonimo	Quechua	huchuy	pequeño	h u tʃ ui	huchuy, huchuylla				valera1586
296	t a k s a	89	small	Apuri	Quechua	taksa	pequeño	t a k s a	taksa				shimelman2017
297	- u tʃ u k	5915	small	Apuri	Quechua	uchuk	pequeño	u tʃ u k	uchuk				shimelman2017
299	tʃ i - k i	90	small	Apurimac	Quechua	chiki	pequeño	tʃ i k i	chiki, chinki, chinli				camacho2007
300	tʃ i n k i	90	small	Apurimac	Quechua	chinki	pequeño	tʃ i n k i	chiki, chinki, chinli				camacho2007
301	tʃ i n l i	90	small	Apurimac	Quechua	chinli	pequeño	tʃ i n l i	chiki, chinki, chinli				camacho2007
302	h u tʃ ui -	5915	small	Apurimac	Quechua	huchuy	pequeño	h u tʃ ui	huchuy, uchuy				camacho2007
304	t a k s a	89	small	Apurimac	Quechua	taksa	pequeño	t a k s a	taksa				camacho2007
305	t a k s a	89	small	Arma	Quechua	taksa	pequeño	t a k s a	taksa, uchuy				galvez2003
306	- u tʃ ui -	5915	small	Arma	Quechua	uchuy	pequeño	u tʃ ui	taksa, uchuy				galvez2003
307	t a k s a	89	small	Atalla	Quechua	taksa	pequeño	t a k s a	taksa				heggarty2005
308	t a k s a	89	small	Ayacucho	Quechua	taksa	pequeño	t a k s a	taksa, uchuy				soto1976
309	- u tʃ ui -	5915	small	Ayacucho	Quechua	uchuy	pequeño	u tʃ ui	taksa, uchuy				soto1976
310	- i tʃ i - + ʎ a	5915 0	small	Bobonaza	Quechua	ichilla	pequeño	i tʃ i + ʎ a	ichilla				orrwrisley1981
311	t a k s a	89	small	Cacra-Hongos	Quechua	taksa	pequeño	t a k s a	taksa				shimelman2017
312	- u tʃ u k	5915	small	Cacra-Hongos	Quechua	uchuk	pequeño	u tʃ u k	uchuk				shimelman2017
314	- u tʃ u - + j ʎ a	5915 0	small	Chachapoyas	Quechua	uchuylla	pequeño	u tʃ u + j ʎ a	uchuylla			variant: uchilla	taylor2006
315	- i tʃ i k	5915	small	Chacpar	Quechua	ičik	pequeño	i tʃ i k	ičik				heggarty2005
316	t a k ʃ a	89	small	Chetilla	Quechua	takša	pequeño	t a k ʃ a	takša				heggarty2005
317	z q o l t a	5916	small	Chipaya	Uru-Chipaya	zqolta	pequeño	z q o l t a	zqolta				heggarty2005
318	h u tʃʼ ui -	5915	small	Curva	Quechua	huč'uy	pequeño	h u tʃʼ ui	huč'uy				heggarty2005
319	h u tʃʼ ui -	5915	small	Cuzco	Quechua	huč'uy	pequeño	h u tʃʼ ui	huč'uy				heggarty2005
320	h u tʃ ui -	5915	small	CuzquenoAntiguo	Quechua	huchuy	pequeño	h u tʃ ui	huchuy				holguin1608
321	- i tʃ i k	5915	small	Huallaga	Quechua	ičik	pequeño	i tʃ i k	ičik				heggarty2005
322	- u tʃ u k	5915	small	Huanca	Quechua	uchuk	pequeño	u tʃ u k	uchuk				cerron1976
323	t a k ʂ a	89	small	Huanca	Quechua	taksha	pequeño	t a k ʂ a	taksha				cerron1976
326	h i s kʼ a	5917	small	Huancane	Aymara	hisk'a	pequeño	h i s kʼ a	hisk'a				heggarty2005
327	t a k s a	89	small	Huangascar	Quechua	taksa	pequeño	t a k s a	taksa				shimelman2017
328	- u tʃ u k	5915	small	Huangascar	Quechua	uchuk	pequeño	u tʃ u k	uchuk				shimelman2017
330	t a k ʃ a	89	small	HuarazHuailas	Quechua	taksha	pequeño	t a k ʃ a	taksha				parkerchavez1976
331	- u tʃ i - + ʎ a	5915 0	small	Imbabura	Quechua	uchilla	pequeño	u tʃ i + ʎ a	uchilla				gomez2009
332	t a k ʃ a	89	small	Inkawasi	Quechua	takša	pequeño	t a k ʃ a	takša				heggarty2005
333	- u: tʃ o: - ( ɲ i )	112	small	Iruhito	Uru-Chipaya	u:tšó:ñi	pequeño	u: tʃ o: ɲ i	u:tšó:ñi				cerron2016
334	u - t j i t j a	87	small	Jaqaru	Aymara	utyitya	pequeño	u t j i t j a	utyitya, uxtyitya				heggarty2005
335	u x t j i t j a	87	small	Jaqaru	Aymara	uxtyitya	pequeño	u x t j i t j a	utyitya, uxtyitya				heggarty2005
336	i - t j i t j a	87	small	Kawki	Aymara	ityitya	pequeño	i t j i t j a	ityitya				heggarty2005
337	t a k ʃ a	89	small	Lamas	Quechua	taksha	pequeño	t a k ʃ a	taksha				taylor2006
338	- u tʃ ui -	5915	small	Laraos	Quechua	učuy	pequeño	u tʃ ui	učuy				heggarty2005
339	t a k s a	89	small	Lincha-Tana	Quechua	taksa	pequeño	t a k s a	taksa				shimelman2017
340	- u tʃ u k	5915	small	Lincha-Tana	Quechua	uchuk	pequeño	u tʃ u k	uchuk				shimelman2017
342	h u tʃʼ ui -	5915	small	Maragua	Quechua	huč'uy	pequeño	h u tʃʼ ui	huč'uy				heggarty2005
343	- i tʃ i - + ʎ a	5915 0	small	Napo	Quechua	ichilla	pequeño	i tʃ i + ʎ a	ichilla				orrwrisley1981
344	- u tʃ u k	5915	small	Pacaraos	Quechua	uchuk	pequeño	u tʃ u k	uchuk				adelaar1982
345	- u tʃ i - + ʎ a	5915 0	small	Pastaza	Quechua	uchilla	pequeño	u tʃ i + ʎ a	uchilla				landerman1973
346	h u tʃʼ ui -	5915	small	Pocona	Quechua	huč'uy	pequeño	h u tʃʼ ui	huč'uy				heggarty2005
347	s i - kʼ a	5917	small	Puki	Aymara	sik'a	pequeño	s i kʼ a	sik'a				heggarty2005
348	h u tʃʼ ui -	5915	small	Puno	Quechua	huč'uy	pequeño	h u tʃʼ ui	huč'uy				heggarty2005
349	- u tʃ u - + ʎ a	5915 0	small	Putumayo	Quechua	uchulla	pequeño	u tʃ u + ʎ a	uchulla				tandioy1978
350	t a k ʃ a	89	small	Raimondi	Quechua	taksha	pequeño	t a k ʃ a	taksha				parkerchavez1976
351	t a k s a	89	small	SanPedro	Quechua	taksa	pequeño	t a k s a	taksa				shimelman2017
352	- u tʃ u k	5915	small	SanPedro	Quechua	uchuk	pequeño	u tʃ u k	uchuk				shimelman2017
354	- u t u - + l a	5915 0	small	Santiagueno	Quechua	utula	pequeño	u t u + l a	utula				juanatey2021
355	- u tʃ u -	5915	small	SantoTomas	Quechua	vchu	pequeño	u tʃ u	vchu				santotomas1996
356	- i tʃ i - + ʎ a	5915 0	small	Serena	Quechua	iči.λa	pequeño	i tʃ i + ʎ a	iči.λa				heggarty2005
357	h i s kʼ a	5917	small	Sullkatiti	Aymara	hisk'a	pequeño	h i s kʼ a	hisk'a				heggarty2005
358	h u tʃʼ ui -	5915	small	Taquile	Quechua	huč'uy	pequeño	h u tʃʼ ui	huč'uy				heggarty2005
359	- i tʃ i k + l a	5915 0	small	Tarma	Quechua	ičikla	pequeño	i tʃ i k + l a	ičikla, takša			taksa for person, icikla for things	adelaar1977
360	t a k ʃ a	89	small	Tarma	Quechua	takša	pequeño	t a k ʃ a	ičikla, takša			taksa for person, icikla for things	adelaar1977
361	- u tʃ i - + ʒ a	5915 0	small	Troje	Quechua	uči.ža	pequeño	u tʃ i + ʒ a	uči.ža				heggarty2005
362	- u: tʃ u - ( - - ) + u a i: k a	112 380	small	Tsimu	Uru-Chipaya	ú:tšu-uaí:ka	pequeño	u: tʃ u + u a i: k a	ú:tšu-uaí:ka				cerron2016
363	t a k ʃ a	89	small	Wari	Quechua	taksha	pequeño	t a k ʃ a	taksha				parkerchavez1976
364	- u tʃ u k	5915	small	Yanac	Quechua	učuk	pequeño	u tʃ u k	učuk, ičik				heggarty2005
365	- i tʃ i k	5915	small	Yanac	Quechua	ičik	pequeño	i tʃ i k	učuk, ičik				heggarty2005
366	s̺ i p a s̺	7875	young (female)	Anonimo	Quechua	ʃipas	joven (mujer)	s̺ i p a s̺	ʃipas				valera1586
367	s i p a s	7875	young (female)	Apurimac	Quechua	sipas	joven (mujer)	s i p a s	sipas				camacho2007
368	s i p a s	7875	young (female)	Arma	Quechua	sipas	joven (mujer)	s i p a s	sipas, pasña				galvez2003
369	p a s ɲ a	93	young (female)	Arma	Quechua	pasña	joven (mujer)	p a s ɲ a	sipas, pasña				galvez2003
370	s i p a s	7875	young (female)	Atalla	Quechua	sipa.s	joven (mujer)	s i p a s	sipa.s				heggarty2005
371	s i p a s	7875	young (female)	Ayacucho	Quechua	sipas	joven (mujer)	s i p a s	sipas, pasña				soto1976
372	p a s ɲ a	93	young (female)	Ayacucho	Quechua	pasña	joven (mujer)	p a s ɲ a	sipas, pasña				soto1976
373	m a l t a	7935	young (female)	Bobonaza	Quechua	malta	joven (mujer)	m a l t a	malta				orrwrisley1981
375	ʃ i p a ʃ	7875	young (female)	Chachapoyas	Quechua	shipash	joven (mujer)	ʃ i p a ʃ	shipash				taylor2006
376	h i p a ʃ	7875	young (female)	Chacpar	Quechua	hipa.š	joven (mujer)	h i p a ʃ	hipa.š				heggarty2005
377	ʃ i p a ʃ	7875	young (female)	Chetilla	Quechua	šipa.š	joven (mujer)	ʃ i p a ʃ	šipa.š				heggarty2005
378	t u r	7878	young (female)	Chipaya	Uru-Chipaya	tur	joven (mujer)	t u r	tur(a)				heggarty2005
379	s i p a s	7875	young (female)	Curva	Quechua	sipa.s	joven (mujer)	s i p a s	sipa.s				heggarty2005
380	s i p a s	7875	young (female)	Cuzco	Quechua	sipa.s	joven (mujer)	s i p a s	sipa.s				heggarty2005
381	s i p a s	7875	young (female)	CuzquenoAntiguo	Quechua	ʃipas	joven (mujer)	s i p a s	ʃipas				holguin1608
382	w a n k a ʃ	209	young (female)	Huallaga	Quechua	wanka.š	joven (mujer)	w a n k a ʃ	wanka.š				heggarty2005
383	l a s a k	7880	young (female)	Huanca	Quechua	lasak	joven (mujer)	l a s a k	lasak				cerron2018
384	w a m l a	7881	young (female)	Huanca	Quechua	wamla	joven (mujer)	w a m l a	wamla				cerron2018
385	t a w a q a	7879	young (female)	Huancane	Aymara	tawaqa	joven (mujer)	t a w a q a	tawaqa				heggarty2005
386	w a ɾ m i	7661	young (female)	Imbabura	Quechua	warmi	joven (mujer)	w a ɾ m i	warmi				gomez2009
387	ʃ i p a ʃ	7875	young (female)	Inkawasi	Quechua	šipa.š	joven (mujer)	ʃ i p a ʃ	šipa.š				heggarty2005
388	s i p a - + s a	117 0	young (female)	Jaqaru	Aymara	sipa.sa	joven (mujer)	s i p a + s a	sipa.sa				heggarty2005
389	s i p a - + s a	117 0	young (female)	Kawki	Aymara	sipa.sa	joven (mujer)	s i p a + s a	sipa.sa				heggarty2005
390	ʃ i p a ʃ	7875	young (female)	Lamas	Quechua	shipash	joven (mujer)	ʃ i p a ʃ	shipash				taylor2006
391	s i p a s	7875	young (female)	Laraos	Quechua	sipa.s	joven (mujer)	s i p a s	sipa.s				heggarty2005
392	s i p a s	7875	young (female)	Maragua	Quechua	sipa.s	joven (mujer)	s i p a s	sipa.s				heggarty2005
393	m a l t a	7935	young (female)	Napo	Quechua	malta	joven (mujer)	m a l t a	malta				orrwrisley1981
394	x i p a ʃ	7875	young (female)	Pacaraos	Quechua	hipash	joven (mujer)	x i p a ʃ	hipash/rraqak				adelaar1982
395	r a ʁ a k	7880	young (female)	Pacaraos	Quechua	rraqak	joven (mujer)	r a ʁ a k	hipash, rraqak				adelaar1982
396	ʃ i p a s	7875	young (female)	Pastaza	Quechua	shipas	joven (mujer)	ʃ i p a s	shipas				landerman1973
397	s i p a s	7875	young (female)	Pocona	Quechua	sipa.s	joven (mujer)	s i p a s	sipa.s				heggarty2005
398	t a w a q u	7879	young (female)	Puki	Aymara	tawaqu	joven (mujer)	t a w a q u	tawaqu				heggarty2005
399	s i p a s	7875	young (female)	Puno	Quechua	sipa.s	joven (mujer)	s i p a s	sipa.s				heggarty2005
400	s i p a s	7875	young (female)	Putumayo	Quechua	sipas	joven (mujer)	s i p a s	sipas				tandioy1978
401	s i p a s	7875	young (female)	Santiagueno	Quechua	sipas	joven (mujer)	s i p a s	sipas				juanatey2021
402	s i p a s	7875	young (female)	SantoTomas	Quechua	sipas	joven (mujer)	s i p a s	sipas				santotomas1996
403	m a l t a	7935	young (female)	Serena	Quechua	malta	joven (mujer)	m a l t a	malta				heggarty2005
404	t a w a q u	7879	young (female)	Sullkatiti	Aymara	tawaqu	joven (mujer)	t a w a q u	tawaqu				heggarty2005
405	s i p a s	7875	young (female)	Taquile	Quechua	sipa.s	joven (mujer)	s i p a s	sipa.s				heggarty2005
406	χ e b a ʃ	7875	young (female)	Tarma	Quechua	xibaš	joven (mujer)	χ e b a ʃ	xibaš				adelaar1977
407	w a m b r a	91	young (female)	Troje	Quechua	wambra	joven (mujer)	w a m b r a	wambra				heggarty2005
409	ʃ i p a ʃ	7875	young (female)	Yanac	Quechua	šipaš	joven (mujer)	ʃ i p a ʃ	šipaš				heggarty2005
410	w ai n a	7934	young (male)	Anonimo	Quechua	huayna	joven (varón)	w ai n a	huayna				valera1586
411	m a q t a	162	young (male)	Apuri	Quechua	maqta	joven (varón)	m a q t a	maqta				shimelman2017
413	m a q t a	162	young (male)	Apurimac	Quechua	maqta	joven (varón)	m a q t a	malta, maqta				camacho2007
414	p a s ɲ a	93	young (male)	Apurimac	Quechua	pasña	joven (varón)	p a s ɲ a	pasña				camacho2007
415	w ai n a	7934	young (male)	Apurimac	Quechua	wayna	joven (varón)	w ai n a	wayna				camacho2007
416	m a χ t a	162	young (male)	Arma	Quechua	maqta	joven (varón)	m a χ t a	maqta				galvez2003
417	m a χ t a	162	young (male)	Atalla	Quechua	maχta	joven (varón)	m a χ t a	maχta				heggarty2005
418	m a χ t a	162	young (male)	Ayacucho	Quechua	maqta	joven (varón)	m a χ t a	maqta				soto1976
419	m a l t a	7935	young (male)	Bobonaza	Quechua	malta	joven (varón)	m a l t a	malta				orrwrisley1981
420	w ai n a	7934	young (male)	Chachapoyas	Quechua	wayna	joven (varón)	w ai n a	wayna				taylor2006
421	x o b i n	7936	young (male)	Chacpar	Quechua	jobin	joven (varón)	x o b i n	jobin	esp			heggarty2005
422	w a m r a	7881	young (male)	Chetilla	Quechua	wamra	joven (varón)	w a m r a	wamra				heggarty2005
423	tʰ o w a	7938	young (male)	Chipaya	Uru-Chipaya	thowa	joven (varón)	tʰ o w a	thowa				heggarty2005
424	w ai n a	7934	young (male)	Curva	Quechua	wayna	joven (varón)	w ai n a	wayna				heggarty2005
425	w ai n a	7934	young (male)	Cuzco	Quechua	wayna	joven (varón)	w ai n a	wayna				heggarty2005
426	w ai n a	7934	young (male)	CuzquenoAntiguo	Quechua	huayna	joven (varón)	w ai n a	huayna				holguin1608
427	w a n k a ʃ	209	young (male)	Huallaga	Quechua	wanka.š	joven (varón)	w a n k a ʃ	wanka.š				heggarty2005
429	w a l a ʂ	7942	young (male)	Huanca	Quechua	walash	joven (varón)	w a l a ʂ	walash				cerron1976
430	w ai n a	119	young (male)	Huancane	Aymara	wayna	joven (varón)	w ai n a	wayna				heggarty2005
431	m a q t a	162	young (male)	Huangascar	Quechua	maqta	joven (varón)	m a q t a	maqta				shimelman2017
432	x a t u n + w a m b ɾ a	0 91	young (male)	Imbabura	Quechua	jatun wambra	joven (varón)	x a t u n + w a m b ɾ a	jatun wambra				gomez2009
433	m a l t u n	15	young (male)	Inkawasi	Quechua	maltu.n	joven (varón)	m a l t u n	maltu.n				heggarty2005
434	m u s u	121	young (male)	Jaqaru	Aymara	musu	joven (varón)	m u s u	musu	esp			heggarty2005
435	m u s u	121	young (male)	Kawki	Aymara	musu	joven (varón)	m u s u	musu	esp			heggarty2005
436	w ai n a	7934	young (male)	Lamas	Quechua	wayna	joven (varón)	w ai n a	wayna				taylor2006
437	m a χ t a	162	young (male)	Laraos	Quechua	maχta	joven (varón)	m a χ t a	maχta				heggarty2005
438	m a q t a	162	young (male)	Lincha-Tana	Quechua	maqta	joven (varón)	m a q t a	maqta				shimelman2017
439	w ai n a	7934	young (male)	Maragua	Quechua	wayna	joven (varón)	w ai n a	wayna				heggarty2005
440	m a l t a	7935	young (male)	Napo	Quechua	malta	joven (varón)	m a l t a	malta				orrwrisley1981
441	w a m ɾ a	7881	young (male)	Pacaraos	Quechua	wamra	joven (varón)	w a m ɾ a	wamra			manta: joven animal; wayna: novio; wamra: not gender specific	adelaar1982
442	m u s u	95	young (male)	Pastaza	Quechua	musu	joven (varón)	m u s u	musu	esp			landerman1973
443	w ai n a	7934	young (male)	Pastaza	Quechua	wayna	joven (varón)	w ai n a	wayna				landerman1973
444	w ai n a	7934	young (male)	Pocona	Quechua	wayna	joven (varón)	w ai n a	wayna				heggarty2005
445	w ai n a	119	young (male)	Puki	Aymara	wayna	joven (varón)	w ai n a	wayna				heggarty2005
446	w ai n a	7934	young (male)	Puno	Quechua	wayna	joven (varón)	w ai n a	wayna				heggarty2005
447	m u s u	95	young (male)	Putumayo	Quechua	musu	joven (varón)	m u s u	musu	esp			tandioy1978
448	w ai n a	7934	young (male)	Santiagueno	Quechua	wayna	joven (varón)	w ai n a	wayna				juanatey2021
449	w ai n a	7934	young (male)	SantoTomas	Quechua	guayna	joven (varón)	w ai n a	guayna				santotomas1996
450	m a l t a	7935	young (male)	Serena	Quechua	malta	joven (varón)	m a l t a	malta				heggarty2005
451	w ai n a	119	young (male)	Sullkatiti	Aymara	wayna	joven (varón)	w ai n a	wayna				heggarty2005
452	w ai n a	7934	young (male)	Taquile	Quechua	wayna	joven (varón)	w ai n a	wayna				heggarty2005
453	w a l a ʃ	7942	young (male)	Tarma	Quechua	walaš	joven (varón)	w a l a ʃ	walaš			wayna: lover, boyfriend	adelaar1977
454	w a m b r a	91	young (male)	Troje	Quechua	wambra	joven (varón)	w a m b r a	wambra				heggarty2005
455	m o: s u	95	young (male)	Wari	Quechua	moosu	joven (varón)	m o: s u	moosu	esp			parkerchavez1976
456	x o b e n	7936	young (male)	Yanac	Quechua	joven	joven (varón)	x o b e n	joven	esp			heggarty2005
457	m a tʃ u	4669	old (man)	Anonimo	Quechua	machu	viejo (varón)	m a tʃ u	machu				valera1586
458	m a tʃ u	4669	old (man)	Apuri	Quechua	machu	viejo (varón)	m a tʃ u	machu				shimelman2017
459	m a tʃ u	4669	old (man)	Apurimac	Quechua	machu	viejo (varón)	m a tʃ u	machu				camacho2007
461	m a tʃ u	4669	old (man)	Arma	Quechua	machu	viejo (varón)	m a tʃ u	machu				galvez2003
462	m a tʃ u	4669	old (man)	Atalla	Quechua	maču	viejo (varón)	m a tʃ u	maču, maču.ča				heggarty2005
464	m a tʃ u	4669	old (man)	Ayacucho	Quechua	machu	viejo (varón)	m a tʃ u	machu				soto1976
465	r u k u	4670	old (man)	Bobonaza	Quechua	rucu	viejo (varón)	r u k u	rucu				orrwrisley1981
466	m a tʃ u	4669	old (man)	Chachapoyas	Quechua	machu	viejo (varón)	m a tʃ u	machu			orig: grande robusto; probablemente confundido con el esp machu	taylor2006
467	r u k u	4670	old (man)	Chacpar	Quechua	ruku	viejo (varón)	r u k u	ruku				heggarty2005
468	m au k a	3	old (man)	Chetilla	Quechua	mawka	viejo (varón)	m au k a	mawka				quesada1976
469	tʃ a k w a	4672	old (man)	Chipaya	Uru-Chipaya	chakwa	viejo (varón)	tʃ a k w a	chakwa				heggarty2005
470	m a tʃ u + l a	4669 0	old (man)	Curva	Quechua	maču.la	viejo (varón)	m a tʃ u + l a	maču.la				heggarty2005
471	m a tʃ u	4669	old (man)	Cuzco	Quechua	maču	viejo (varón)	m a tʃ u	maču				heggarty2005
472	m a tʃ u	4669	old (man)	CuzquenoAntiguo	Quechua	machu	viejo (varón)	m a tʃ u	machu				holguin1608
473	au k i s	96	old (man)	Huallaga	Quechua	awkis	viejo (varón)	au k i s	awkis				heggarty2005
474	au k i ʃ	96	old (man)	Huanca	Quechua	awkish	viejo (varón)	au k i ʃ	awkish				cerron1976
475	a tʃ a + tʃ i	124 0	old (man)	Huancane	Aymara	ača.či	viejo (varón)	a tʃ a + tʃ i	ača.či				heggarty2005
476	m a tʃ u	4669	old (man)	Huangascar	Quechua	machu	viejo (varón)	m a tʃ u	machu				shimelman2017
477	au k i s	96	old (man)	HuarazHuailas	Quechua	awkis	viejo (varón)	au k i s	awkis				parkerchavez1976
478	ɾ u k u	4670	old (man)	Imbabura	Quechua	ruku runa	viejo (varón)	ɾ u k u	ruku runa			ruku runa: old men	gomez2009
479	r̝ u k u	4670	old (man)	Inkawasi	Quechua	řuku	viejo (varón)	r̝ u k u	řuku				heggarty2005
480	a: p a: - i	4678	old (man)	Iruhito	Uru-Chipaya	a:pá:i	viejo (varón)	a: p a: i	a:pá:i				cerron2016
481	a tʃ a + - - - k a	124 0	old (man)	Jaqaru	Aymara	ača.ka	viejo (varón)	a tʃ a + k a	ača.ka				heggarty2005
482	a tʃ a + - - - k a	124 0	old (man)	Kawki	Aymara	ača.ka	viejo (varón)	a tʃ a + k a	ača.ka				heggarty2005
483	m a tʃ u	4669	old (man)	Lamas	Quechua	machu	viejo (varón)	m a tʃ u	machu			orig: grande robusto; probablemente confundido con el esp machu	taylor2006
484	au k i ʃ	96	old (man)	Laraos	Quechua	awk.š	viejo (varón)	au k i ʃ	awk(i).š				heggarty2005
485	a tʃ a + tʃ i	94 0	old (man)	Maragua	Quechua	ača.či	viejo (varón)	a tʃ a + tʃ i	ača.či	aymara			heggarty2005
486	r u k u	4670	old (man)	Napo	Quechua	rucu	viejo (varón)	r u k u	rucu				orrwrisley1981
487	au k i ŋ	96	old (man)	Pacaraos	Quechua	awkin	viejo (varón)	au k i ŋ	awkin				adelaar1982
488	ɾ u k u	4670	old (man)	Pastaza	Quechua	ɾucu	viejo (varón)	ɾ u k u	ɾucu				landerman1973
489	a tʃ a + tʃ i	94 0	old (man)	Pocona	Quechua	ača.či	viejo (varón)	a tʃ a + tʃ i	ača.či	aymara			heggarty2005
490	au k i -	126	old (man)	Puki	Aymara	awki	viejo (varón)	au k i	awki	quechua			heggarty2005
491	m a tʃ u	4669	old (man)	Puno	Quechua	maču	viejo (varón)	m a tʃ u	maču				heggarty2005
492	r u k u	4670	old (man)	Putumayo	Quechua	rucu	viejo (varón)	r u k u	rucu				tandioy1978
