ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Borrowing,Partial_Cognacy
Atalla-103_highup-1,,Atalla,103_highup,hana.χ,hana.χ,h a n a χ,,heggarty2005,358,,,,,3037
Ayacucho-103_highup-1,,Ayacucho,103_highup,hanaq,hanaq,h a n a χ,,soto1976,358,,,,,3037
Bobonaza-103_highup-1,,Bobonaza,103_highup,jahua,jahua,h a w a,,orrwrisley1981,118,,,,,17
Cacra-Hongos-103_highup-1,,Cacra-Hongos,103_highup,"hanay, witray",hanay,h a n ai,,shimelman2017,358,,,,,3037
Cacra-Hongos-103_highup-2,,Cacra-Hongos,103_highup,"hanay, witray",witray,w i ʈ ai,,shimelman2017,361,,,,,3040
Chachapoyas-103_highup-1,,Chachapoyas,103_highup,anaj,anaj,a n a x,,taylor2006,358,,,,,3037
Chacpar-103_highup-1,,Chacpar,103_highup,hana,hana,h a n a,,heggarty2005,358,,,,,3037
Chetilla-103_highup-1,,Chetilla,103_highup,ana.χ,ana.χ,a n a χ,,heggarty2005,358,,,,,3037
Chipaya-103_highup-1,,Chipaya,103_highup,tsewku,tsewku,ts e w k u,,heggarty2005,359,,,,,3039
Curva-103_highup-1,,Curva,103_highup,hana.χ,hana.χ,h a n a χ,,heggarty2005,358,,,,,3037
Cuzco-103_highup-1,,Cuzco,103_highup,wiča.y,wičay,w i tʃ ai,,heggarty2005,361,,,,,3040
CuzquenoAntiguo-103_highup-1,,CuzquenoAntiguo,103_highup,"hanan, hanak",hanan,h a n a n,,holguin1608,502,,,,,386
CuzquenoAntiguo-103_highup-2,,CuzquenoAntiguo,103_highup,"hanan, hanak",hanak,h a n a k,,holguin1608,358,,,,,3037
Huallaga-103_highup-1,,Huallaga,103_highup,hana,hana,h a n a,,heggarty2005,358,,,,,3037
Huanca-103_highup-1,,Huanca,103_highup,hana,hana,χ a n a,,cerron1976,358,,,,,3037
Huancane-103_highup-1,,Huancane,103_highup,ala.ya,ala.ya,a l a + j a,,heggarty2005,362,,,,,3042 0
Huangascar-103_highup-1,,Huangascar,103_highup,"hanay, witray",hanay,h a n ai,,shimelman2017,358,,,,,3037
Huangascar-103_highup-2,,Huangascar,103_highup,"hanay, witray",witray,w i ʈ ai,,shimelman2017,361,,,,,3040
HuarazHuailas-103_highup-1,,HuarazHuailas,103_highup,hana,hana,x a ɲ a,,parkerchavez1976,358,,,,,3037
Imbabura-103_highup-1,,Imbabura,103_highup,jatun,jatun,x a t u n,,gomez2009,188,,,,,207
Inkawasi-103_highup-1,,Inkawasi,103_highup,ana.χ,ana.χ,a n a χ,,heggarty2005,358,,,,,3037
Jaqaru-103_highup-1,,Jaqaru,103_highup,ari.ya,ari.ya,a r i + j a,,heggarty2005,362,,,,,3042 0
Kawki-103_highup-1,,Kawki,103_highup,ari.ya,ari.ya,a r i + j a,,heggarty2005,362,,,,,3042 0
Lamas-103_highup-1,,Lamas,103_highup,anak,anak,a n a k,,taylor2006,358,,,,,3037
Laraos-103_highup-1,,Laraos,103_highup,hana.y,hana.y,h a n ai,,heggarty2005,358,,,,,3037
Lincha-Tana-103_highup-1,,Lincha-Tana,103_highup,"hanay, witray",hanay,h a n ai,,shimelman2017,358,,,,,3037
Lincha-Tana-103_highup-2,,Lincha-Tana,103_highup,"hanay, witray",witray,w i ʈ ai,,shimelman2017,361,,,,,3040
Maragua-103_highup-1,,Maragua,103_highup,pata,pata,p a t a,,heggarty2005,857,,,,,88
Napo-103_highup-1,,Napo,103_highup,jahua,jahua,h a w a,,orrwrisley1981,118,,,,,17
Pacaraos-103_highup-1,,Pacaraos,103_highup,hana,hana,x a n a,,adelaar1982,358,,,,,3037
Pastaza-103_highup-1,,Pastaza,103_highup,awa,awa,a w a,,landerman1973,118,,,,,17
Pocona-103_highup-1,,Pocona,103_highup,pata,pata,p a t a,,heggarty2005,857,,,,,88
Puki-103_highup-1,,Puki,103_highup,ara.χa,ara.χa,a r a + χ a,,heggarty2005,362,,,,,3042 0
Puno-103_highup-1,,Puno,103_highup,wiča.y,wičay,w i tʃ ai,,heggarty2005,361,,,,,3040
Putumayo-103_highup-1,,Putumayo,103_highup,"ahuapi, huíchay",ahuapi,a w a + p i,,tandioy1978,118,,,,,17 0
Putumayo-103_highup-2,,Putumayo,103_highup,"ahuapi, huíchay",huíchay,w i tʃ ai,,tandioy1978,361,,,,,3040
Raimondi-103_highup-1,,Raimondi,103_highup,hana,hana,x a ɲ a,,parkerchavez1976,358,,,,,3037
SanPedro-103_highup-1,,SanPedro,103_highup,"hanay, witray",hanay,h a n ai,,shimelman2017,358,,,,,3037
SanPedro-103_highup-2,,SanPedro,103_highup,"hanay, witray",witray,w i ʈ ai,,shimelman2017,361,,,,,3040
Santiagueno-103_highup-1,,Santiagueno,103_highup,anaq,anaq,a n a χ,,juanatey2021,358,,,,,3037
SantoTomas-103_highup-1,,SantoTomas,103_highup,hananc,hananc,h a n a n k,,santotomas1951,503,,,,,387
Serena-103_highup-1,,Serena,103_highup,ana.k,ana.k,a n a k,,heggarty2005,358,,,,,3037
Sullkatiti-103_highup-1,,Sullkatiti,103_highup,"ala.ya, .χa",ala.ya,a l a + j a,,heggarty2005,362,,,,,3042 0
Sullkatiti-103_highup-2,,Sullkatiti,103_highup,"ala.ya, .χa",.χa,a l a + j a + χ a,,heggarty2005,362,,,,,3042 0 0
Taquile-103_highup-1,,Taquile,103_highup,hana.χ,hana.χ,h a n a χ,,heggarty2005,358,,,,,3037
Tarma-103_highup-1,,Tarma,103_highup,xana,xana,χ a n a,,adelaar1977,358,,,,,3037
Troje-103_highup-1,,Troje,103_highup,hana.x,hana.x,h a n a x,,heggarty2005,358,,,,,3037
Wari-103_highup-1,,Wari,103_highup,hana,hana,x a ɲ a,,parkerchavez1976,358,,,,,3037
Yanac-103_highup-1,,Yanac,103_highup,uma,uma,u m a,,heggarty2005,308,,,,,2769
Anonimo-104_small-1,,Anonimo,104_small,"huchuy, huchuylla",huchuy,h u tʃ ui,,valera1586,505,,,,,389
Apuri-104_small-1,,Apuri,104_small,taksa,taksa,t a k s a,,shimelman2017,858,,,,,89
Apuri-104_small-2,,Apuri,104_small,uchuk,uchuk,u tʃ u k,,shimelman2017,511,,,,,390
Apurimac-104_small-1,,Apurimac,104_small,"chiki, chinki, chinli",chiki,tʃ i k i,,camacho2007,860,,,,,90
Apurimac-104_small-2,,Apurimac,104_small,"chiki, chinki, chinli",chinki,tʃ i n k i,,camacho2007,860,,,,,90
Apurimac-104_small-3,,Apurimac,104_small,"chiki, chinki, chinli",chinli,tʃ i n l i,,camacho2007,860,,,,,90
Apurimac-104_small-4,,Apurimac,104_small,"huchuy, uchuy",huchuy,h u tʃ ui,,camacho2007,505,,,,,389
Apurimac-104_small-5,,Apurimac,104_small,taksa,taksa,t a k s a,,camacho2007,858,,,,,89
Arma-104_small-1,,Arma,104_small,"taksa, uchuy",taksa,t a k s a,,galvez2003,858,,,,,89
Arma-104_small-2,,Arma,104_small,"taksa, uchuy",uchuy,u tʃ ui,,galvez2003,505,,,,,389
Atalla-104_small-1,,Atalla,104_small,taksa,taksa,t a k s a,,heggarty2005,858,,,,,89
Ayacucho-104_small-1,,Ayacucho,104_small,"taksa, uchuy",taksa,t a k s a,,soto1976,858,,,,,89
Ayacucho-104_small-2,,Ayacucho,104_small,"taksa, uchuy",uchuy,u tʃ ui,,soto1976,505,,,,,389
Bobonaza-104_small-1,,Bobonaza,104_small,ichilla,ichilla,i tʃ i + ʎ a,,orrwrisley1981,505,,,,,389 0
Cacra-Hongos-104_small-1,,Cacra-Hongos,104_small,taksa,taksa,t a k s a,,shimelman2017,858,,,,,89
Cacra-Hongos-104_small-2,,Cacra-Hongos,104_small,uchuk,uchuk,u tʃ u k,,shimelman2017,511,,,,,390
Chachapoyas-104_small-1,,Chachapoyas,104_small,uchuylla,uchuylla,u tʃ ui + ʎ a,variant: uchilla,taylor2006,505,,,,,389 0
Chacpar-104_small-1,,Chacpar,104_small,ičik,ičik,i tʃ i k,,heggarty2005,511,,,,,390
Chetilla-104_small-1,,Chetilla,104_small,takša,takša,t a k ʃ a,,heggarty2005,858,,,,,89
Chipaya-104_small-1,,Chipaya,104_small,zqolta,zqolta,z q o l t a,,heggarty2005,679,,,,,5916
Curva-104_small-1,,Curva,104_small,huč'uy,huč'uy,h u tʃʼ ui,,heggarty2005,505,,,,,389
Cuzco-104_small-1,,Cuzco,104_small,huč'uy,huč'uy,h u tʃʼ ui,,heggarty2005,505,,,,,389
CuzquenoAntiguo-104_small-1,,CuzquenoAntiguo,104_small,huchuy,huchuy,h u tʃ ui,,holguin1608,505,,,,,389
Huallaga-104_small-1,,Huallaga,104_small,ičik,ičik,i tʃ i k,,heggarty2005,511,,,,,390
Huanca-104_small-1,,Huanca,104_small,uchuk,uchuk,u tʃ u k,,cerron1976,511,,,,,390
Huanca-104_small-2,,Huanca,104_small,taksha,taksha,t a k ʂ a,,cerron1976,858,,,,,89
Huancane-104_small-1,,Huancane,104_small,hisk'a,hisk'a,h i s kʼ a,,heggarty2005,680,,,,,5917
Huangascar-104_small-1,,Huangascar,104_small,taksa,taksa,t a k s a,,shimelman2017,858,,,,,89
Huangascar-104_small-2,,Huangascar,104_small,uchuk,uchuk,u tʃ u k,,shimelman2017,511,,,,,390
HuarazHuailas-104_small-1,,HuarazHuailas,104_small,taksha,taksha,t a k ʃ a,,parkerchavez1976,858,,,,,89
Imbabura-104_small-1,,Imbabura,104_small,uchilla,uchilla,u tʃ i + ʎ a,,gomez2009,505,,,,,389 0
Inkawasi-104_small-1,,Inkawasi,104_small,takša,takša,t a k ʃ a,,heggarty2005,858,,,,,89
Iruhito-104_small-1,,Iruhito,104_small,u:tšó:ñi,u:tšó:ñi,u: tʃ o: ɲ i,,cerron2016,23,,,,,112
Jaqaru-104_small-1,,Jaqaru,104_small,"utyitya, uxtyitya",utyitya,u t j i t j a,,heggarty2005,855,,,,,87
Jaqaru-104_small-2,,Jaqaru,104_small,"utyitya, uxtyitya",uxtyitya,u x t j i t j a,,heggarty2005,855,,,,,87
Kawki-104_small-1,,Kawki,104_small,ityitya,ityitya,i t j i t j a,,heggarty2005,855,,,,,87
Lamas-104_small-1,,Lamas,104_small,taksha,taksha,t a k ʃ a,,taylor2006,858,,,,,89
Laraos-104_small-1,,Laraos,104_small,učuy,učuy,u tʃ ui,,heggarty2005,505,,,,,389
Lincha-Tana-104_small-1,,Lincha-Tana,104_small,taksa,taksa,t a k s a,,shimelman2017,858,,,,,89
Lincha-Tana-104_small-2,,Lincha-Tana,104_small,uchuk,uchuk,u tʃ u k,,shimelman2017,511,,,,,390
Maragua-104_small-1,,Maragua,104_small,huč'uy,huč'uy,h u tʃʼ ui,,heggarty2005,505,,,,,389
Napo-104_small-1,,Napo,104_small,ichilla,ichilla,i tʃ i + ʎ a,,orrwrisley1981,505,,,,,389 0
Pacaraos-104_small-1,,Pacaraos,104_small,uchuk,uchuk,u tʃ u k,,adelaar1982,511,,,,,390
Pastaza-104_small-1,,Pastaza,104_small,uchilla,uchilla,u tʃ i + ʎ a,,landerman1973,505,,,,,389 0
Pocona-104_small-1,,Pocona,104_small,huč'uy,huč'uy,h u tʃʼ ui,,heggarty2005,505,,,,,389
Puki-104_small-1,,Puki,104_small,sik'a,sik'a,s i kʼ a,,heggarty2005,680,,,,,5917
Puno-104_small-1,,Puno,104_small,huč'uy,huč'uy,h u tʃʼ ui,,heggarty2005,505,,,,,389
Putumayo-104_small-1,,Putumayo,104_small,uchulla,uchulla,u tʃ u + ʎ a,,tandioy1978,505,,,,,389 0
Raimondi-104_small-1,,Raimondi,104_small,taksha,taksha,t a k ʃ a,,parkerchavez1976,858,,,,,89
SanPedro-104_small-1,,SanPedro,104_small,taksa,taksa,t a k s a,,shimelman2017,858,,,,,89
SanPedro-104_small-2,,SanPedro,104_small,uchuk,uchuk,u tʃ u k,,shimelman2017,511,,,,,390
Santiagueno-104_small-1,,Santiagueno,104_small,utula,utula,u t u + l a,,juanatey2021,505,,,,,389 0
SantoTomas-104_small-1,,SantoTomas,104_small,vchu,vchu,u tʃ u,,santotomas1996,505,,,,,389 0
Serena-104_small-1,,Serena,104_small,iči.λa,iči.λa,i tʃ i + ʎ a,,heggarty2005,505,,,,,389 0
Sullkatiti-104_small-1,,Sullkatiti,104_small,hisk'a,hisk'a,h i s kʼ a,,heggarty2005,680,,,,,5917
Taquile-104_small-1,,Taquile,104_small,huč'uy,huč'uy,h u tʃʼ ui,,heggarty2005,505,,,,,389
Tarma-104_small-1,,Tarma,104_small,"ičikla, takša",ičikla,i tʃ i k + l a,"taksa for person, icikla for things",adelaar1977,511,,,,,390 0
Tarma-104_small-2,,Tarma,104_small,"ičikla, takša",takša,t a k ʃ a,"taksa for person, icikla for things",adelaar1977,858,,,,,89
Troje-104_small-1,,Troje,104_small,uči.ža,uči.ža,u tʃ i + ʒ a,,heggarty2005,505,,,,,389 0
Tsimu-104_small-1,,Tsimu,104_small,ú:tšu-uaí:ka,ú:tšu-uaí:ka,u: tʃ u + u a i: k a,,cerron2016,24,,,,,112 380
Wari-104_small-1,,Wari,104_small,taksha,taksha,t a k ʃ a,,parkerchavez1976,858,,,,,89
Yanac-104_small-1,,Yanac,104_small,"učuk, ičik",učuk,u tʃ u k,,heggarty2005,511,,,,,390
Yanac-104_small-2,,Yanac,104_small,"učuk, ičik",ičik,i tʃ i k,,heggarty2005,511,,,,,390
Anonimo-105_youngfemale-1,,Anonimo,105_youngfemale,ʃipas,ʃipas,s̺ i p a s̺,,valera1586,833,,,,,7875
Apurimac-105_youngfemale-1,,Apurimac,105_youngfemale,sipas,sipas,s i p a s,,camacho2007,833,,,,,7875
Arma-105_youngfemale-1,,Arma,105_youngfemale,"sipas, pasña",sipas,s i p a s,,galvez2003,833,,,,,7875
Arma-105_youngfemale-2,,Arma,105_youngfemale,"sipas, pasña",pasña,p a s ɲ a,,galvez2003,863,,,,,93
Atalla-105_youngfemale-1,,Atalla,105_youngfemale,sipa.s,sipa.s,s i p a s,,heggarty2005,833,,,,,7875
Ayacucho-105_youngfemale-1,,Ayacucho,105_youngfemale,"sipas, pasña",sipas,s i p a s,,soto1976,833,,,,,7875
Ayacucho-105_youngfemale-2,,Ayacucho,105_youngfemale,"sipas, pasña",pasña,p a s ɲ a,,soto1976,863,,,,,93
Bobonaza-105_youngfemale-1,,Bobonaza,105_youngfemale,malta,malta,m a l t a,,orrwrisley1981,840,,,,,7935
Chachapoyas-105_youngfemale-1,,Chachapoyas,105_youngfemale,shipash,shipash,ʃ i p a ʃ,,taylor2006,833,,,,,7875
Chacpar-105_youngfemale-1,,Chacpar,105_youngfemale,hipa.š,hipa.š,h i p a ʃ,,heggarty2005,833,,,,,7875
Chetilla-105_youngfemale-1,,Chetilla,105_youngfemale,šipa.š,šipa.š,ʃ i p a ʃ,,heggarty2005,833,,,,,7875
Chipaya-105_youngfemale-1,,Chipaya,105_youngfemale,tur(a),tur,t u r,,heggarty2005,834,,,,,7878
Curva-105_youngfemale-1,,Curva,105_youngfemale,sipa.s,sipa.s,s i p a s,,heggarty2005,833,,,,,7875
Cuzco-105_youngfemale-1,,Cuzco,105_youngfemale,sipa.s,sipa.s,s i p a s,,heggarty2005,833,,,,,7875
CuzquenoAntiguo-105_youngfemale-1,,CuzquenoAntiguo,105_youngfemale,ʃipas,ʃipas,s i p a s,,holguin1608,833,,,,,7875
Huallaga-105_youngfemale-1,,Huallaga,105_youngfemale,wanka.š,wanka.š,w a n k a ʃ,,heggarty2005,190,,,,,209
Huanca-105_youngfemale-1,,Huanca,105_youngfemale,lasak,lasak,l a s a k,,cerron2018,836,,,,,7880
Huanca-105_youngfemale-2,,Huanca,105_youngfemale,wamla,wamla,w a m l a,,cerron2018,837,,,,,7881
Huancane-105_youngfemale-1,,Huancane,105_youngfemale,tawaqa,tawaqa,t a w a q a,,heggarty2005,835,,,,,7879
Imbabura-105_youngfemale-1,,Imbabura,105_youngfemale,warmi,warmi,w a ɾ m i,,gomez2009,818,,,,,7661
Inkawasi-105_youngfemale-1,,Inkawasi,105_youngfemale,šipa.š,šipa.š,ʃ i p a ʃ,,heggarty2005,833,,,,,7875
Jaqaru-105_youngfemale-1,,Jaqaru,105_youngfemale,sipa.sa,sipa.sa,s i p a + s a,,heggarty2005,31,,,,,117 0
Kawki-105_youngfemale-1,,Kawki,105_youngfemale,sipa.sa,sipa.sa,s i p a + s a,,heggarty2005,31,,,,,117 0
Lamas-105_youngfemale-1,,Lamas,105_youngfemale,shipash,shipash,ʃ i p a ʃ,,taylor2006,833,,,,,7875
Laraos-105_youngfemale-1,,Laraos,105_youngfemale,sipa.s,sipa.s,s i p a s,,heggarty2005,833,,,,,7875
Maragua-105_youngfemale-1,,Maragua,105_youngfemale,sipa.s,sipa.s,s i p a s,,heggarty2005,833,,,,,7875
Napo-105_youngfemale-1,,Napo,105_youngfemale,malta,malta,m a l t a,,orrwrisley1981,840,,,,,7935
Pacaraos-105_youngfemale-1,,Pacaraos,105_youngfemale,hipash/rraqak,hipash,x i p a ʃ,,adelaar1982,833,,,,,7875
Pacaraos-105_youngfemale-2,,Pacaraos,105_youngfemale,"hipash, rraqak",rraqak,r a ʁ a k,,adelaar1982,836,,,,,7880
Pastaza-105_youngfemale-1,,Pastaza,105_youngfemale,shipas,shipas,ʃ i p a s,,landerman1973,833,,,,,7875
Pocona-105_youngfemale-1,,Pocona,105_youngfemale,sipa.s,sipa.s,s i p a s,,heggarty2005,833,,,,,7875
Puki-105_youngfemale-1,,Puki,105_youngfemale,tawaqu,tawaqu,t a w a q u,,heggarty2005,835,,,,,7879
Puno-105_youngfemale-1,,Puno,105_youngfemale,sipa.s,sipa.s,s i p a s,,heggarty2005,833,,,,,7875
Putumayo-105_youngfemale-1,,Putumayo,105_youngfemale,sipas,sipas,s i p a s,,tandioy1978,833,,,,,7875
Santiagueno-105_youngfemale-1,,Santiagueno,105_youngfemale,sipas,sipas,s i p a s,,juanatey2021,833,,,,,7875
SantoTomas-105_youngfemale-1,,SantoTomas,105_youngfemale,sipas,sipas,s i p a s,,santotomas1996,833,,,,,7875
Serena-105_youngfemale-1,,Serena,105_youngfemale,malta,malta,m a l t a,,heggarty2005,840,,,,,7935
Sullkatiti-105_youngfemale-1,,Sullkatiti,105_youngfemale,tawaqu,tawaqu,t a w a q u,,heggarty2005,835,,,,,7879
Taquile-105_youngfemale-1,,Taquile,105_youngfemale,sipa.s,sipa.s,s i p a s,,heggarty2005,833,,,,,7875
Tarma-105_youngfemale-1,,Tarma,105_youngfemale,xibaš,xibaš,χ e b a ʃ,,adelaar1977,833,,,,,7875
Troje-105_youngfemale-1,,Troje,105_youngfemale,wambra,wambra,w a m b r a,,heggarty2005,861,,,,,91
Yanac-105_youngfemale-1,,Yanac,105_youngfemale,šipaš,šipaš,ʃ i p a ʃ,,heggarty2005,833,,,,,7875
Anonimo-106_youngmale-1,,Anonimo,106_youngmale,huayna,huayna,w ai n a,,valera1586,839,,,,,7934
Apuri-106_youngmale-1,,Apuri,106_youngmale,maqta,maqta,m a q t a,,shimelman2017,101,,,,,162
Apurimac-106_youngmale-1,,Apurimac,106_youngmale,"malta, maqta",maqta,m a q t a,,camacho2007,101,,,,,162
Apurimac-106_youngmale-2,,Apurimac,106_youngmale,pasña,pasña,p a s ɲ a,,camacho2007,863,,,,,93
Apurimac-106_youngmale-3,,Apurimac,106_youngmale,wayna,wayna,w ai n a,,camacho2007,839,,,,,7934
Arma-106_youngmale-1,,Arma,106_youngmale,maqta,maqta,m a χ t a,,galvez2003,101,,,,,162
Atalla-106_youngmale-1,,Atalla,106_youngmale,maχta,maχta,m a χ t a,,heggarty2005,101,,,,,162
Ayacucho-106_youngmale-1,,Ayacucho,106_youngmale,maqta,maqta,m a χ t a,,soto1976,101,,,,,162
Bobonaza-106_youngmale-1,,Bobonaza,106_youngmale,malta,malta,m a l t a,,orrwrisley1981,840,,,,,7935
Chachapoyas-106_youngmale-1,,Chachapoyas,106_youngmale,wayna,wayna,w ai n a,,taylor2006,839,,,,,7934
Chacpar-106_youngmale-1,,Chacpar,106_youngmale,jobin,jobin,x o b i n,,heggarty2005,841,,,,esp,7936
Chetilla-106_youngmale-1,,Chetilla,106_youngmale,wamra,wamra,w a m r a,,heggarty2005,837,,,,,7881
Chipaya-106_youngmale-1,,Chipaya,106_youngmale,thowa,thowa,tʰ o w a,,heggarty2005,842,,,,,7938
Curva-106_youngmale-1,,Curva,106_youngmale,wayna,wayna,w ai n a,,heggarty2005,839,,,,,7934
Cuzco-106_youngmale-1,,Cuzco,106_youngmale,wayna,wayna,w ai n a,,heggarty2005,839,,,,,7934
CuzquenoAntiguo-106_youngmale-1,,CuzquenoAntiguo,106_youngmale,huayna,huayna,w ai n a,,holguin1608,839,,,,,7934
Huallaga-106_youngmale-1,,Huallaga,106_youngmale,wanka.š,wanka.š,w a n k a ʃ,,heggarty2005,190,,,,,209
Huanca-106_youngmale-1,,Huanca,106_youngmale,walash,walash,w a l a ʂ,,cerron1976,843,,,,,7942
Huancane-106_youngmale-1,,Huancane,106_youngmale,wayna,wayna,w ai n a,,heggarty2005,34,,,,,119
Huangascar-106_youngmale-1,,Huangascar,106_youngmale,maqta,maqta,m a q t a,,shimelman2017,101,,,,,162
Imbabura-106_youngmale-1,,Imbabura,106_youngmale,jatun wambra,jatun wambra,x a t u n + w a m b ɾ a,,gomez2009,861,,,,,0 91
Inkawasi-106_youngmale-1,,Inkawasi,106_youngmale,maltu.n,maltu.n,m a l t u n,,heggarty2005,81,,,,,15
Jaqaru-106_youngmale-1,,Jaqaru,106_youngmale,musu,musu,m u s u,,heggarty2005,37,,,,esp,121
Kawki-106_youngmale-1,,Kawki,106_youngmale,musu,musu,m u s u,,heggarty2005,37,,,,esp,121
Lamas-106_youngmale-1,,Lamas,106_youngmale,wayna,wayna,w ai n a,,taylor2006,839,,,,,7934
Laraos-106_youngmale-1,,Laraos,106_youngmale,maχta,maχta,m a χ t a,,heggarty2005,101,,,,,162
Lincha-Tana-106_youngmale-1,,Lincha-Tana,106_youngmale,maqta,maqta,m a q t a,,shimelman2017,101,,,,,162
Maragua-106_youngmale-1,,Maragua,106_youngmale,wayna,wayna,w ai n a,,heggarty2005,839,,,,,7934
Napo-106_youngmale-1,,Napo,106_youngmale,malta,malta,m a l t a,,orrwrisley1981,840,,,,,7935
Pacaraos-106_youngmale-1,,Pacaraos,106_youngmale,wamra,wamra,w a m ɾ a,manta: joven animal; wayna: novio; wamra: not gender specific,adelaar1982,837,,,,,7881
Pastaza-106_youngmale-1,,Pastaza,106_youngmale,musu,musu,m u s u,,landerman1973,866,,,,esp,95
Pastaza-106_youngmale-2,,Pastaza,106_youngmale,wayna,wayna,w ai n a,,landerman1973,839,,,,,7934
Pocona-106_youngmale-1,,Pocona,106_youngmale,wayna,wayna,w ai n a,,heggarty2005,839,,,,,7934
Puki-106_youngmale-1,,Puki,106_youngmale,wayna,wayna,w ai n a,,heggarty2005,34,,,,,119
Puno-106_youngmale-1,,Puno,106_youngmale,wayna,wayna,w ai n a,,heggarty2005,839,,,,,7934
Putumayo-106_youngmale-1,,Putumayo,106_youngmale,musu,musu,m u s u,,tandioy1978,866,,,,esp,95
Santiagueno-106_youngmale-1,,Santiagueno,106_youngmale,wayna,wayna,w ai n a,,juanatey2021,839,,,,,7934
SantoTomas-106_youngmale-1,,SantoTomas,106_youngmale,guayna,guayna,w ai n a,,santotomas1996,839,,,,,7934
Serena-106_youngmale-1,,Serena,106_youngmale,malta,malta,m a l t a,,heggarty2005,840,,,,,7935
Sullkatiti-106_youngmale-1,,Sullkatiti,106_youngmale,wayna,wayna,w ai n a,,heggarty2005,34,,,,,119
Taquile-106_youngmale-1,,Taquile,106_youngmale,wayna,wayna,w ai n a,,heggarty2005,839,,,,,7934
Tarma-106_youngmale-1,,Tarma,106_youngmale,walaš,walaš,w a l a ʃ,"wayna: lover, boyfriend",adelaar1977,843,,,,,7942
Troje-106_youngmale-1,,Troje,106_youngmale,wambra,wambra,w a m b r a,,heggarty2005,861,,,,,91
Wari-106_youngmale-1,,Wari,106_youngmale,moosu,moosu,m o: s u,,parkerchavez1976,866,,,,esp,95
Yanac-106_youngmale-1,,Yanac,106_youngmale,joven,joven,x o b e n,,heggarty2005,841,,,,esp,7936
Anonimo-107_oldman-1,,Anonimo,107_oldman,machu,machu,m a tʃ u,,valera1586,573,,,,,4669
Apuri-107_oldman-1,,Apuri,107_oldman,machu,machu,m a tʃ u,,shimelman2017,573,,,,,4669
Apurimac-107_oldman-1,,Apurimac,107_oldman,machu,machu,m a tʃ u,,camacho2007,573,,,,,4669
Arma-107_oldman-1,,Arma,107_oldman,machu,machu,m a tʃ u,,galvez2003,573,,,,,4669
Atalla-107_oldman-1,,Atalla,107_oldman,"maču, maču.ča",maču,m a tʃ u,,heggarty2005,573,,,,,4669
Ayacucho-107_oldman-1,,Ayacucho,107_oldman,machu,machu,m a tʃ u,,soto1976,573,,,,,4669
Bobonaza-107_oldman-1,,Bobonaza,107_oldman,rucu,rucu,r u k u,,orrwrisley1981,574,,,,,4670
Chachapoyas-107_oldman-1,,Chachapoyas,107_oldman,machu,machu,m a tʃ u,orig: grande robusto; probablemente confundido con el esp machu,taylor2006,573,,,,,4669
Chacpar-107_oldman-1,,Chacpar,107_oldman,ruku,ruku,r u k u,,heggarty2005,574,,,,,4670
Chetilla-107_oldman-1,,Chetilla,107_oldman,mawka,mawka,m au k a,,quesada1976,352,,,,,3
Chipaya-107_oldman-1,,Chipaya,107_oldman,chakwa,chakwa,tʃ a k w a,,heggarty2005,575,,,,,4672
Curva-107_oldman-1,,Curva,107_oldman,maču.la,maču.la,m a tʃ u + l a,,heggarty2005,573,,,,,4669 0
Cuzco-107_oldman-1,,Cuzco,107_oldman,maču,maču,m a tʃ u,,heggarty2005,573,,,,,4669
CuzquenoAntiguo-107_oldman-1,,CuzquenoAntiguo,107_oldman,machu,machu,m a tʃ u,,holguin1608,573,,,,,4669
Huallaga-107_oldman-1,,Huallaga,107_oldman,awkis,awkis,au k i s,,heggarty2005,867,,,,,96
Huanca-107_oldman-1,,Huanca,107_oldman,awkish,awkish,au k i ʃ,,cerron1976,867,,,,,96
Huancane-107_oldman-1,,Huancane,107_oldman,ača.či,ača.či,a tʃ a + tʃ i,,heggarty2005,43,,,,,124 0
Huangascar-107_oldman-1,,Huangascar,107_oldman,machu,machu,m a tʃ u,,shimelman2017,573,,,,,4669
HuarazHuailas-107_oldman-1,,HuarazHuailas,107_oldman,awkis,awkis,au k i s,,parkerchavez1976,867,,,,,96
Imbabura-107_oldman-1,,Imbabura,107_oldman,ruku runa,ruku runa,ɾ u k u,ruku runa: old men,gomez2009,574,,,,,4670
Inkawasi-107_oldman-1,,Inkawasi,107_oldman,řuku,řuku,r̝ u k u,,heggarty2005,574,,,,,4670
Iruhito-107_oldman-1,,Iruhito,107_oldman,a:pá:i,a:pá:i,a: p a: i,,cerron2016,576,,,,,4678
Jaqaru-107_oldman-1,,Jaqaru,107_oldman,ača.ka,ača.ka,a tʃ a + k a,,heggarty2005,43,,,,,124 0
Kawki-107_oldman-1,,Kawki,107_oldman,ača.ka,ača.ka,a tʃ a + k a,,heggarty2005,43,,,,,124 0
Lamas-107_oldman-1,,Lamas,107_oldman,machu,machu,m a tʃ u,orig: grande robusto; probablemente confundido con el esp machu,taylor2006,573,,,,,4669
Laraos-107_oldman-1,,Laraos,107_oldman,awk(i).š,awk.š,au k i ʃ,,heggarty2005,867,,,,,96
Maragua-107_oldman-1,,Maragua,107_oldman,ača.či,ača.či,a tʃ a + tʃ i,,heggarty2005,864,,,,aymara,94 0
